Filename,"Asset ID","Folder ID",CUSTOMFIELD1,CUSTOMFIELD20,CUSTOMFIELD21,CUSTOMFIELD22,CUSTOMFIELD23,CUSTOMFIELD24,CUSTOMFIELD25,CUSTOMFIELD26,CUSTOMFIELD27,CUSTOMFIELD28,CUSTOMFIELD29,CUSTOMFIELD30,CUSTOMFIELD31,CUSTOMFIELD32,CUSTOMFIELD33,CUSTOMFIELD34,CUSTOMFIELD35,CUSTOMFIELD36,CUSTOMFIELD40,CUSTOMFIELD52,CUSTOMFIELD53,CUSTOMFIELD54,Width,Height,KEYWORD
"DSC_7221-Photo Credit Paul Prince.JPG",98799635,6861528,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,4512,3008,"Photographs,Events,Photographers,Photographers,Paul Prince,Executives,Internal,Stephen M. Ross,Politicians,Mayor Bill de Blasio,Executives,Internal,Kenneth P. Wong,Politicians,Deputy Mayor Dan Doctoroff,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
20160914_RelatedCo_AlvinAiley_ChristopherDuggan_828.jpg,98799634,6861527,New,,,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,1997,3000,"Photographs,Events,Photographers,Photographers,Christopher Duggan,Eastern Rail Yard,Vessel"
21043_2644171.jpg,98799633,6861538,New,"Related Companies",,,,,,,,,,,,,,,,,,,10/2/17,11/21/19,6578,4385,"Photographs,Events,Photographers,Samantha Nandez,Eastern Rail Yard,Americas,United States,NY - New York,Hudson Yards"
160914_Abbott_Related_0757.jpg,98799632,6861526,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project, as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,3000,4500,"Photographs,Events,Photographers,Photographers,Nate Abbott,Executives,Internal,Stephen M. Ross,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
412.JPG,98799631,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,2448,3264,"Eastern Rail Yard,10 Hudson Yards"
21043_2644144.jpg,98799630,6861538,New,"Related Companies",,,,,,,,,,,,,,,,,,,10/2/17,11/21/19,6315,4210,"Photographs,Events,Photographers,Samantha Nandez,Eastern Rail Yard,Americas,United States,NY - New York,Hudson Yards"
"No 8-9-1.jpg",98799629,6861516,New,"Related Companies",,,,,,,,,,"10 Hudson Yards Opening",,,,,,,,,5/31/16,11/21/19,1500,1152,"Photographs,Photographers,Michael Hnatov,Approved,Office,Coach Inc.,Eastern Rail Yard,10 Hudson Yards"
IMG_9500.JPG,98799628,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,1512,1512,"Eastern Rail Yard,10 Hudson Yards"
"Veronica Miele Beard, Helena Beard_BFA.com.jpg",98799627,6861518,New,"Related Companies",,,,,,,,,,,,,,,,,,,9/14/16,11/20/19,2400,3600,"Photographs,EventsAmericas,United States,NY - New York,Hudson Yards"
160914_Abbott_Related_1024.jpg,98799626,6861526,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project, as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,4500,3000,"Photographs,Events,Photographers,Photographers,Nate Abbott,Politicians,Mayor Bill de Blasio,Executives,Internal,Stephen M. Ross,Executives,Internal,Jeff T. Blau,Architects and Designers,Thomas Woltz,Architects and Designers,Thomas Heatherwick,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
IMG_1712.JPG,98799625,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,4032,3024,"Eastern Rail Yard,10 Hudson Yards"
IMG_3210.jpg,98799623,6861534,New,"Related Companies",,,,,,,,,,,,,,,,,,,,11/21/19,3024,4032,"Photographs,Events,Photographers,Sarah Bellet,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
L1009907.jpg,98799622,6861537,New,"Related Companies",,,,,,,,,,,,,,,,,,,1/22/18,11/21/19,994,754,"Photographs,Events,Executives,Internal,L. Jay Cross,Eastern Rail Yard,10 Hudson Yards"
21043_2644192.jpg,98799621,6861538,New,"Related Companies",,,,,,,,,,,,,,,,,,,10/2/17,11/21/19,6612,4408,"Photographs,Events,Photographers,Samantha Nandez,Eastern Rail Yard,Americas,United States,NY - New York,Hudson Yards"
20160914_RelatedCo_AlvinAiley_ChristopherDuggan_811.jpg,98799620,6861527,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,3000,1997,"Photographs,Events,Photographers,Photographers,Christopher Duggan,Executives,Internal,Stephen M. Ross,Architects and Designers,Thomas Woltz,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
414.JPG,98799617,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,2448,3264,"Eastern Rail Yard,10 Hudson Yards"
"Dan Cordeiro, Sherry Tobak_BFA.com.jpg",98799616,6861518,New,"Related Companies",,,,,,,,,,,,,,,,,,,9/14/16,11/21/19,1970,2758,"Photographs,EventsAmericas,United States,NY - New York,Hudson Yards"
MHP_6792.jpg,98799615,6861516,New,"Related Companies",,,,,,,,,,"10 Hudson Yards Opening",,,,,,,,,5/31/16,11/21/19,1500,998,"Photographs,Photographers,Michael Hnatov,Tenants,Office,Victor Luis,Approved,Office,Coach Inc.,Eastern Rail Yard,10 Hudson Yards"
160914_Abbott_Related_0229.jpg,98799614,6861526,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project, as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,4491,3000,"Photographs,Events,Photographers,Photographers,Nate Abbott,Personalities,Anderson Cooper,Executives,Internal,Stephen M. Ross,Architects and Designers,Thomas Woltz,Architects and Designers,Thomas Heatherwick,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
401.JPG,98799613,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,2448,3264,"Eastern Rail Yard,10 Hudson Yards"
L1009894.jpg,98799612,6861537,New,"Related Companies",,,,,,,,,,,,,,,,,,,1/22/18,11/21/19,564,614,"Photographs,Events,Eastern Rail Yard,10 Hudson Yards"
418.JPG,98799611,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,3264,2448,"Eastern Rail Yard,10 Hudson Yards"
21043_2644141.jpg,98799610,6861538,New,"Related Companies",,,,,,,,,,,,,,,,,,,10/2/17,11/21/19,6720,4480,"Photographs,Events,Photographers,Samantha Nandez,Eastern Rail Yard,Americas,United States,NY - New York,Hudson Yards"
IMG_1701.JPG,98799609,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,4032,3024,"Eastern Rail Yard,10 Hudson Yards"
160914_Abbott_Related_1148.jpg,98799608,6861526,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project, as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,4500,3000,"Photographs,Events,Photographers,Photographers,Nate Abbott,Politicians,Mayor Bill de Blasio,Politicians,Deputy Mayor Dan Doctoroff,Executives,Internal,Stephen M. Ross,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
MHP_6777.jpg,98799607,6861516,New,"Related Companies",,,,,,,,,,"10 Hudson Yards Opening",,,,,,,,,5/31/16,11/21/19,1500,998,"Photographs,Photographers,Michael Hnatov,Executives,Internal,Jeff T. Blau,Executives,Internal,Stephen M. Ross,Executives,Internal,Bruce A. Beal Jr. Approved,Office,Coach Inc.,Eastern Rail Yard,10 Hudson Yards"
403.JPG,98799606,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,3264,2448,"Eastern Rail Yard,10 Hudson Yards"
L1009932.jpg,98799605,6861537,New,"Related Companies",,,,,,,,,,,,,,,,,,,1/22/18,11/21/19,902,608,"Photographs,Events,Eastern Rail Yard,10 Hudson Yards"
Atmosphere7_BFA.com.jpg,98799604,6861518,New,"Related Companies",,,,,,,,,,,,,,,,,,,9/14/16,11/21/19,3081,2465,"Photographs,EventsAmericas,United States,NY - New York,Hudson Yards"
406.JPG,98799602,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,3264,2448,"Eastern Rail Yard,10 Hudson Yards"
399.JPG,98799601,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,3264,2448,"Eastern Rail Yard,10 Hudson Yards"
L1009782.jpg,98799600,6861537,New,"Related Companies",,,,,,,,,,,,,,,,,,,1/22/18,11/21/19,1200,800,"Photographs,Events,Eastern Rail Yard,10 Hudson Yards"
21043_2644188.jpg,98799599,6861538,New,"Related Companies",,,,,,,,,,,,,,,,,,,10/2/17,11/21/19,5640,3760,"Photographs,Events,Photographers,Samantha Nandez,Eastern Rail Yard,Americas,United States,NY - New York,Hudson Yards"
IMG_3201.jpg,98799598,6861536,New,"Related Companies",,,,,,,,,,"Photos taken for Fast Company's ""Innovation Festival"" Event that were not selected as Social Media or other marketing materials.",,,,,,,,,10/23/17,11/21/19,3024,4032,"Photographs,Events,Photographers,Sarah Bellet,Executives,Internal,Stephen M. Ross,Executives,Internal,Jeff T. Blau,Eastern Rail Yard,Americas,United States,NY - New York,Hudson Yards"
420.JPG,98799597,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,2448,3264,"Eastern Rail Yard,10 Hudson Yards"
20160914_RelatedCo_AlvinAiley_ChristopherDuggan_831.jpg,98799596,6861527,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,3000,1997,"Photographs,Events,Photographers,Photographers,Christopher Duggan,Executives,Internal,Jeff T. Blau,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
21043_2644134.jpg,98799595,6861538,New,"Related Companies",,,,,,,,,,,,,,,,,,,10/2/17,11/21/19,6720,4480,"Photographs,Events,Photographers,Samantha Nandez,Eastern Rail Yard,Vessel,Eastern Rail Yard,Americas,United States,NY - New York,Hudson Yards"
20160914_RelatedCo_AlvinAiley_ChristopherDuggan_623.jpg,98799593,6861527,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project, as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,2395,3600,"Photographs,Events,Photographers,Photographers,Christopher Duggan,Executives,Internal,Stephen M. Ross,Personalities,Anderson Cooper,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
160914_Abbott_Related_0138.jpg,98799592,6861526,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project, as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,4491,3000,"Photographs,Events,Photographers,Photographers,Nate Abbott,Personalities,Anderson Cooper,Executives,Internal,Stephen M. Ross,Architects and Designers,Thomas Woltz,Architects and Designers,Thomas Heatherwick,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
21043_2644142.jpg,98799591,6861538,New,"Related Companies",,,,,,,,,,,,,,,,,,,10/2/17,11/21/19,6720,4480,"Photographs,Events,Photographers,Samantha Nandez,Eastern Rail Yard,Americas,United States,NY - New York,Hudson Yards"
20160914_RelatedCo_AlvinAiley_ChristopherDuggan_833.jpg,98799590,6861527,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,1997,3000,"Photographs,Events,Photographers,Photographers,Christopher Duggan,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
160914_Abbott_Related_0426.jpg,98799589,6861526,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project, as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,3000,4500,"Photographs,Events,Photographers,Photographers,Nate Abbott,Executives,Internal,Stephen M. Ross,Architects and Designers,Thomas Heatherwick,Architects and Designers,Thomas Woltz,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
160914_Abbott_Related_0836.jpg,98799588,6861526,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project, as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,4500,3000,"Photographs,Events,Photographers,Photographers,Nate Abbott,Architects and Designers,Thomas Heatherwick,Architects and Designers,Thomas Woltz,Personalities,Anderson Cooper,Executives,Internal,Stephen M. Ross,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
IMG_0650.jpg,98799585,6861530,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,5469,3534,"Photographs,Events,Photographers,Photographers,Karen Sterling,Personalities,Anderson Cooper,Politicians,Mayor Bill de Blasio,Architects and Designers,Thomas Heatherwick,Architects and Designers,Thomas Woltz,Executives,Internal,Stephen M. Ross,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
IMG_0695.jpg,98799583,6861530,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,5616,3744,"Photographs,Events,Photographers,Photographers,Karen Sterling,Personalities,Anderson Cooper,Politicians,Mayor Bill de Blasio,Architects and Designers,Thomas Heatherwick,Architects and Designers,Thomas Woltz,Executives,Internal,Stephen M. Ross,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
21043_2644232.jpg,98799582,6861538,New,"Related Companies",,,,,,,,,,,,,,,,,,,10/2/17,11/21/19,4372,6558,"Photographs,Events,Photographers,Samantha Nandez,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
398.JPG,98799581,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,3264,2448,"Eastern Rail Yard,10 Hudson Yards"
160914_Abbott_Related_0998.jpg,98799580,6861526,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project, as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,3000,4500,"Photographs,Events,Photographers,Photographers,Nate Abbott,Politicians,Mayor Bill de Blasio,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
396.JPG,98799579,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,2448,3264,"Eastern Rail Yard,10 Hudson Yards"
"IMG_0587-Photo Credit Karen Sterling.jpg",98799578,6861521,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,5616,3744,"Photographs,Events,Photographers,Photographers,Karen Sterling,Personalities,Anderson Cooper,Politicians,Mayor Bill de Blasio,Architects and Designers,Thomas Heatherwick,Architects and Designers,Thomas Woltz,Executives,Internal,Stephen M. Ross,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
"IMG_0587-Photo Credit Karen Sterling.jpg",98799578,6861521,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,5616,3744,"Photographs,Events,Photographers,Karen Sterling,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
IMG_7108.JPG,98799577,6861531,New,,,,,,,,,,,,,,,,,,,,12/12/16,11/19/19,640,480,"Eastern Rail Yard,10 Hudson Yards"
160914_Abbott_Related_0111.jpg,98799576,6861526,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project, as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,4491,3000,"Photographs,Events,Photographers,Nate Abbott,Personalities,Anderson Cooper,Executives,Internal,Stephen M. Ross,Architects and Designers,Thomas Woltz,Architects and Designers,Thomas Heatherwick,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
MHP_6728.jpg,98799575,6861516,New,"Related Companies",,,,,,,,,,"10 Hudson Yards Opening",,,,,,,,,5/31/16,11/21/19,1500,1041,"Photographs,Photographers,Michael Hnatov,Executives,Internal,Stephen M. Ross,Tenants,Office,Victor Luis,Approved,Office,Coach Inc.,Eastern Rail Yard,10 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
20160914_RelatedCo_AlvinAiley_ChristopherDuggan_815.jpg,98799574,6861527,New,"Related Companies",,,,,,,,,,"Press event moderated by Anderson Cooper for the unveiling of Vessel. This included designers on the project as well as notable VIP's. Alvin Ailey American Dance Theater performed an accompanying dance and reveal film.",,,,,,,,,9/14/16,11/23/19,1997,3000,"Photographs,Events,Photographers,Photographers,Christopher Duggan,Executives,Internal,Stephen M. Ross,Executives,Internal,Bruce A. Beal Jr.,Executives,Internal,Jeff T. Blau,Executives,Internal,Kenneth P. Wong,Eastern Rail Yard,Vessel,Americas,United States,NY - New York,Hudson Yards"
"2017-10-23 15.30.28-1.jpg",98799572,6861534,New,"Related Companies",,,,,,,,,,"Fast Company's ""Innovation Festival"" event with Jeff Blau and Stephen Ross at 10 HY. This included a select guest construction tour of ERY with Blau and Ross, and dinner served by Jose Andres in the Experience Center.",,,,,,,,,10/23/17,11/21/19,6000,4000,"Photographs,Events,Executives,Internal,Jeff T. Blau,Executives,Internal,Stephen M. Ross,Eastern Rail Yard,10 Hudson Yards,Americas,United States,NY - New York,Hudson Yards"
